user_id,general_interest,Age
19342,"fantasy, paranormal",27
1628,poetry,90
19339,romance,46
1632,young-adult,35
1638,poetry,86
1644,poetry,41
1646,non-fiction,24
1653,young-adult,40
1657,fiction,97
19323,"mystery, thriller, crime",78
1659,fiction,33
1663,romance,32
1666,"fantasy, paranormal",86
1667,fiction,84
19318,romance,78
1669,fiction,34
19315,young-adult,60
1670,"comics, graphic",62
1626,"history, historical fiction, biography",24
1625,"fantasy, paranormal",48
1676,"fantasy, paranormal",66
1623,"fantasy, paranormal",50
1598,"history, historical fiction, biography",80
1600,children,67
19368,"fantasy, paranormal",25
1601,romance,48
1604,young-adult,32
1605,"history, historical fiction, biography",62
1606,poetry,53
19362,"comics, graphic",27
1613,romance,35
1615,"comics, graphic",94
1616,fiction,25
19355,fiction,76
19354,non-fiction,51
19352,"fantasy, paranormal",30
19351,young-adult,62
19350,"comics, graphic",29
19348,young-adult,61
1674,"mystery, thriller, crime",42
1677,"history, historical fiction, biography",33
1757,fiction,83
1726,"fantasy, paranormal",63
1729,"comics, graphic",56
1733,young-adult,51
1739,"mystery, thriller, crime",25
1742,"comics, graphic",71
19258,young-adult,51
19257,poetry,24
1745,romance,34
19255,non-fiction,60
19253,non-fiction,45
1747,"mystery, thriller, crime",33
19250,non-fiction,54
1749,poetry,25
19246,"history, historical fiction, biography",75
1752,"fantasy, paranormal",55
1754,young-adult,91
19242,romance,88
19240,fiction,53
19265,poetry,86
19267,"mystery, thriller, crime",64
1679,poetry,62
1719,"mystery, thriller, crime",74
19308,poetry,25
1681,romance,61
1682,romance,63
19305,romance,94
19303,romance,85
19301,non-fiction,19
19299,"mystery, thriller, crime",49
19298,"fantasy, paranormal",35
1694,non-fiction,98
1699,non-fiction,28
1701,"fantasy, paranormal",74
19288,"fantasy, paranormal",65
19287,children,39
19284,poetry,34
19279,"fantasy, paranormal",74
19278,non-fiction,64
19274,"mystery, thriller, crime",43
1921,poetry,89
19085,poetry,86
1922,"mystery, thriller, crime",80
2197,fiction,95
2204,non-fiction,55
2206,romance,40
18859,"fantasy, paranormal",43
2209,"mystery, thriller, crime",45
2212,fiction,25
18853,"mystery, thriller, crime",45
18852,"comics, graphic",34
18851,non-fiction,59
2214,"history, historical fiction, biography",47
2218,non-fiction,60
2221,children,96
2222,young-adult,51
18842,fiction,26
2229,poetry,28
2239,non-fiction,78
2249,children,29
2251,fiction,78
2200,romance,82
2187,"mystery, thriller, crime",33
18826,romance,54
2185,"comics, graphic",70
2151,non-fiction,61
2154,young-adult,60
18897,non-fiction,22
18894,romance,30
2166,"fantasy, paranormal",26
2167,"mystery, thriller, crime",61
2169,"fantasy, paranormal",66
18888,non-fiction,59
18885,poetry,50
18884,non-fiction,35
18883,fiction,37
18881,"fantasy, paranormal",93
18880,young-adult,50
2176,children,87
18877,"comics, graphic",41
2181,"fantasy, paranormal",83
2184,"history, historical fiction, biography",50
18827,children,76
18825,poetry,27
1923,poetry,60
18791,young-adult,25
2303,young-adult,33
2304,romance,79
18786,"history, historical fiction, biography",42
2315,"history, historical fiction, biography",80
2316,"comics, graphic",29
18780,"mystery, thriller, crime",39
18779,fiction,44
18777,fiction,61
2318,young-adult,65
18772,"comics, graphic",28
18771,"comics, graphic",97
18770,"mystery, thriller, crime",42
2322,non-fiction,79
18768,fiction,18
2327,"history, historical fiction, biography",24
2329,"history, historical fiction, biography",36
2330,young-adult,54
2299,poetry,28
2297,"comics, graphic",48
18824,poetry,37
18795,"comics, graphic",25
2254,poetry,93
18822,poetry,75
18821,"mystery, thriller, crime",33
2258,fiction,31
2260,"mystery, thriller, crime",37
2263,fiction,95
2265,poetry,75
18815,fiction,70
2268,children,32
2270,"comics, graphic",99
2275,fiction,85
2276,"mystery, thriller, crime",65
18807,romance,63
2279,"fantasy, paranormal",72
2285,fiction,77
2287,fiction,92
18796,poetry,66
2150,"history, historical fiction, biography",39
2149,romance,97
18904,"mystery, thriller, crime",90
1993,poetry,67
2000,romance,21
4035,"mystery, thriller, crime",68
2005,poetry,21
19022,"comics, graphic",99
2009,romance,23
19018,fiction,71
2016,children,53
2024,young-adult,45
2026,romance,90
2029,"fantasy, paranormal",67
2034,"fantasy, paranormal",63
2035,"comics, graphic",18
2037,"fantasy, paranormal",21
19000,"mystery, thriller, crime",30
18998,non-fiction,80
18997,"fantasy, paranormal",68
2038,"comics, graphic",80
1998,fiction,20
19035,fiction,41
2148,non-fiction,92
19039,"history, historical fiction, biography",21
1924,"mystery, thriller, crime",63
1932,"history, historical fiction, biography",75
19073,romance,39
19072,"fantasy, paranormal",49
1936,"fantasy, paranormal",32
19064,fiction,88
19061,"history, historical fiction, biography",91
1957,"fantasy, paranormal",95
19058,children,25
1959,non-fiction,22
1964,children,27
1970,"comics, graphic",36
1981,"history, historical fiction, biography",21
1983,non-fiction,80
1985,romance,55
1987,young-adult,27
19040,"history, historical fiction, biography",43
18994,"history, historical fiction, biography",35
2041,fiction,30
2042,"mystery, thriller, crime",53
18991,young-adult,52
2104,"comics, graphic",30
2105,fiction,84
18942,romance,29
18941,"comics, graphic",46
2114,"comics, graphic",60
2117,children,85
2118,non-fiction,20
2128,poetry,42
18925,non-fiction,27
18924,non-fiction,66
18923,romance,19
18919,romance,83
2131,non-fiction,31
2137,children,96
2145,"mystery, thriller, crime",97
2146,"mystery, thriller, crime",51
2147,"comics, graphic",45
18949,young-adult,20
2098,"comics, graphic",72
2090,romance,22
2071,poetry,84
2050,"fantasy, paranormal",50
18985,young-adult,85
18982,"history, historical fiction, biography",18
18979,"fantasy, paranormal",95
18978,fiction,66
18977,poetry,85
18976,children,28
2075,poetry,96
18958,"history, historical fiction, biography",31
2076,poetry,27
18967,poetry,82
18965,poetry,71
2080,poetry,74
2084,"mystery, thriller, crime",21
18961,"mystery, thriller, crime",95
2087,fiction,88
4034,children,89
16000,romance,26
4037,young-adult,45
13395,"comics, graphic",56
8823,children,40
8824,poetry,95
13410,children,45
8828,fiction,68
8830,"mystery, thriller, crime",81
8832,"mystery, thriller, crime",47
8837,romance,88
13398,"mystery, thriller, crime",92
13397,non-fiction,72
8840,young-adult,23
13393,poetry,72
13369,non-fiction,50
8841,"comics, graphic",43
8842,"fantasy, paranormal",88
8843,romance,21
8861,romance,89
8862,"comics, graphic",29
13380,romance,63
8864,non-fiction,26
8867,romance,74
13375,non-fiction,99
8870,"history, historical fiction, biography",53
8820,"history, historical fiction, biography",93
13417,"fantasy, paranormal",55
8819,fiction,66
13421,poetry,83
13463,"mystery, thriller, crime",68
13462,"mystery, thriller, crime",64
8769,"comics, graphic",50
13457,non-fiction,88
13455,romance,66
8771,poetry,18
13451,fiction,21
8781,poetry,29
8782,fiction,24
13444,romance,99
8789,romance,81
8792,children,91
8795,children,58
8805,"fantasy, paranormal",66
8806,"history, historical fiction, biography",47
13432,poetry,76
13431,"history, historical fiction, biography",78
13430,non-fiction,83
13426,young-adult,85
8816,young-adult,92
13423,"comics, graphic",52
8871,romance,84
13368,poetry,20
8596,"comics, graphic",26
13290,poetry,75
13313,"fantasy, paranormal",29
8943,fiction,39
13308,fiction,66
13307,"fantasy, paranormal",56
8944,fiction,43
13303,young-adult,76
8949,poetry,24
13295,non-fiction,18
13294,"fantasy, paranormal",26
13293,non-fiction,26
8962,"history, historical fiction, biography",86
8873,"history, historical fiction, biography",71
8963,children,18
13284,romance,88
8966,young-adult,54
13280,"comics, graphic",49
8972,fiction,56
13272,"comics, graphic",27
13271,fiction,55
13270,"comics, graphic",62
8981,young-adult,89
8985,"comics, graphic",59
13315,children,51
8939,romance,57
8935,young-adult,84
13318,romance,22
13363,non-fiction,84
8882,non-fiction,32
8889,romance,84
8892,young-adult,23
13352,"mystery, thriller, crime",79
8899,romance,91
13349,"history, historical fiction, biography",63
8904,poetry,79
13346,"mystery, thriller, crime",96
13345,romance,53
13343,"mystery, thriller, crime",69
8908,fiction,83
13340,fiction,70
8909,romance,66
8914,"fantasy, paranormal",86
8918,romance,91
8927,"mystery, thriller, crime",61
13324,"comics, graphic",79
8928,children,95
13321,fiction,21
8934,young-adult,53
8768,young-adult,90
8766,young-adult,45
8764,"mystery, thriller, crime",75
13568,non-fiction,43
13590,fiction,88
13586,"comics, graphic",82
13585,non-fiction,44
13580,"history, historical fiction, biography",76
8661,children,59
8666,poetry,38
8667,young-adult,25
13573,romance,21
13570,"mystery, thriller, crime",50
8668,"history, historical fiction, biography",57
13567,children,41
8760,"comics, graphic",23
13566,"fantasy, paranormal",43
13565,"comics, graphic",99
8669,"comics, graphic",41
8671,fiction,55
8674,romance,92
8678,romance,90
8683,poetry,62
8688,"comics, graphic",41
13551,"history, historical fiction, biography",58
8689,children,99
13591,"mystery, thriller, crime",74
8646,"history, historical fiction, biography",92
8645,"fantasy, paranormal",96
8641,"mystery, thriller, crime",68
13636,romance,29
13635,romance,97
8601,"comics, graphic",73
13627,poetry,93
13626,fiction,69
8603,"fantasy, paranormal",26
8604,romance,28
8605,romance,77
13622,"history, historical fiction, biography",59
13620,poetry,72
13619,romance,98
8610,young-adult,42
8614,"history, historical fiction, biography",52
13615,young-adult,44
13612,romance,39
8616,fiction,59
8620,romance,35
13606,fiction,47
13605,romance,20
8628,"comics, graphic",46
8637,fiction,32
8691,romance,18
8692,non-fiction,93
13547,"mystery, thriller, crime",58
13508,romance,21
13506,"comics, graphic",44
13503,"mystery, thriller, crime",71
13502,"history, historical fiction, biography",33
8733,"history, historical fiction, biography",47
8738,young-adult,65
8740,"comics, graphic",98
13492,"fantasy, paranormal",83
13491,young-adult,46
13489,fiction,44
13488,young-adult,93
13485,poetry,23
8745,"history, historical fiction, biography",60
13483,romance,88
8747,young-adult,54
13480,"history, historical fiction, biography",25
8748,"mystery, thriller, crime",53
8753,"mystery, thriller, crime",87
13473,romance,43
13471,"comics, graphic",95
8755,children,75
8759,"fantasy, paranormal",21
8724,children,19
13509,"fantasy, paranormal",82
8694,"fantasy, paranormal",32
8723,non-fiction,75
13544,non-fiction,94
13543,"comics, graphic",48
8699,non-fiction,45
8704,non-fiction,57
13538,"history, historical fiction, biography",75
13536,"comics, graphic",46
13534,children,58
13532,"fantasy, paranormal",55
13531,"fantasy, paranormal",83
8706,young-adult,51
13527,poetry,65
8708,"mystery, thriller, crime",61
8710,"mystery, thriller, crime",59
13521,"fantasy, paranormal",94
13518,poetry,94
13517,"mystery, thriller, crime",41
8715,poetry,29
13515,romance,53
13514,non-fiction,64
8717,"fantasy, paranormal",97
8718,"comics, graphic",57
8989,fiction,49
8997,"fantasy, paranormal",28
8998,"history, historical fiction, biography",82
9307,"comics, graphic",47
9286,"fantasy, paranormal",64
13015,"history, historical fiction, biography",77
13014,fiction,51
13011,"history, historical fiction, biography",94
13005,children,42
13002,fiction,65
9298,"mystery, thriller, crime",40
13000,children,30
12999,"mystery, thriller, crime",82
12997,fiction,45
12993,children,25
9227,"mystery, thriller, crime",69
9315,"comics, graphic",30
9322,young-adult,18
9325,"comics, graphic",30
9326,poetry,57
9330,non-fiction,23
9336,"fantasy, paranormal",68
9337,"history, historical fiction, biography",97
12980,"history, historical fiction, biography",81
12977,non-fiction,67
9348,romance,86
9283,"comics, graphic",64
13020,"fantasy, paranormal",68
9279,non-fiction,44
9278,fiction,67
9228,young-adult,60
9233,"comics, graphic",86
9236,children,99
9237,"comics, graphic",63
13055,"mystery, thriller, crime",93
9243,children,28
13052,poetry,34
9246,"fantasy, paranormal",36
13050,children,59
13048,"fantasy, paranormal",34
9250,fiction,42
9251,poetry,37
13040,"fantasy, paranormal",20
9256,children,65
9259,"mystery, thriller, crime",76
9262,romance,31
9267,"history, historical fiction, biography",71
9270,poetry,44
13030,romance,19
9275,children,40
9276,"history, historical fiction, biography",63
9349,"mystery, thriller, crime",79
12973,fiction,74
12972,fiction,81
9385,fiction,87
9389,"comics, graphic",35
9390,romance,45
12925,young-adult,49
9396,romance,98
9403,"fantasy, paranormal",85
12919,fiction,54
9410,"history, historical fiction, biography",46
9413,poetry,67
12915,"comics, graphic",71
12914,young-adult,18
9415,"fantasy, paranormal",33
9416,"fantasy, paranormal",70
9425,fiction,69
9426,young-adult,52
9429,"comics, graphic",72
12903,poetry,62
9431,fiction,72
12901,poetry,22
9432,children,31
12899,"comics, graphic",76
9434,"comics, graphic",60
12930,children,55
9383,romance,32
9357,poetry,59
12936,young-adult,18
12963,"comics, graphic",93
9365,"comics, graphic",41
12961,children,56
12960,fiction,77
9371,"history, historical fiction, biography",98
12957,fiction,74
9373,young-adult,36
12954,non-fiction,30
12953,young-adult,40
12951,young-adult,85
9375,non-fiction,77
12949,"history, historical fiction, biography",19
12948,fiction,70
9376,"fantasy, paranormal",68
9377,non-fiction,92
9378,young-adult,87
12944,fiction,95
12943,"comics, graphic",48
12941,fiction,44
12940,poetry,83
12937,"comics, graphic",25
13065,"history, historical fiction, biography",71
9225,non-fiction,64
8999,poetry,98
13178,"mystery, thriller, crime",82
13201,young-adult,85
13200,poetry,22
9071,"fantasy, paranormal",91
13197,"fantasy, paranormal",67
9078,poetry,88
9080,"mystery, thriller, crime",18
13188,"mystery, thriller, crime",47
13186,"mystery, thriller, crime",73
9085,"fantasy, paranormal",65
13181,"comics, graphic",28
9091,children,30
9223,non-fiction,35
9094,fiction,68
13175,fiction,97
13174,children,90
13173,non-fiction,18
9096,romance,65
9098,"comics, graphic",34
13168,fiction,93
9099,young-adult,59
9103,fiction,67
13162,"history, historical fiction, biography",52
9061,"mystery, thriller, crime",73
13204,"history, historical fiction, biography",84
13207,"fantasy, paranormal",64
9054,"mystery, thriller, crime",51
13254,"comics, graphic",41
13251,children,36
9003,"comics, graphic",95
13247,young-adult,90
13246,"history, historical fiction, biography",84
9004,"history, historical fiction, biography",64
9010,poetry,18
13239,"mystery, thriller, crime",57
9016,"fantasy, paranormal",30
9018,"history, historical fiction, biography",89
9021,young-adult,46
9034,non-fiction,25
13225,fiction,90
9035,"fantasy, paranormal",83
13223,"comics, graphic",86
13220,fiction,43
9037,"mystery, thriller, crime",87
9042,"fantasy, paranormal",44
9046,poetry,68
9053,young-adult,83
13209,fiction,58
13161,romance,27
13160,young-adult,50
9109,romance,75
13116,"fantasy, paranormal",52
9164,young-adult,32
9165,children,69
9173,fiction,41
13102,"mystery, thriller, crime",69
9178,children,80
9181,"fantasy, paranormal",81
9183,"history, historical fiction, biography",29
13095,"comics, graphic",29
9185,"mystery, thriller, crime",23
13090,"fantasy, paranormal",93
9191,"fantasy, paranormal",20
9193,poetry,90
9201,"comics, graphic",40
9202,poetry,56
13083,non-fiction,33
13082,young-adult,78
13081,"history, historical fiction, biography",60
9212,poetry,33
9213,poetry,48
9219,young-adult,70
9222,"mystery, thriller, crime",22
9162,romance,22
9156,children,52
9111,young-adult,86
9153,romance,26
13154,"history, historical fiction, biography",19
13152,"mystery, thriller, crime",20
9114,"comics, graphic",35
9115,fiction,81
9117,"fantasy, paranormal",27
9121,"history, historical fiction, biography",53
9123,non-fiction,57
9124,young-adult,60
9128,"fantasy, paranormal",36
9131,non-fiction,31
13137,poetry,74
9132,"mystery, thriller, crime",89
9133,fiction,81
9137,"history, historical fiction, biography",78
9139,children,64
9141,young-adult,28
13128,young-adult,66
9142,"comics, graphic",18
9146,"comics, graphic",54
13123,"history, historical fiction, biography",93
9148,"fantasy, paranormal",18
13637,children,43
8595,young-adult,52
12895,"fantasy, paranormal",39
7963,romance,94
14173,romance,69
14172,children,19
14170,children,37
14169,"fantasy, paranormal",90
7956,poetry,93
14167,poetry,30
14161,"comics, graphic",22
14159,non-fiction,81
14158,non-fiction,78
14157,romance,57
14153,fiction,38
7993,romance,52
14151,"fantasy, paranormal",66
7968,poetry,84
14143,"history, historical fiction, biography",84
7975,"mystery, thriller, crime",40
7976,fiction,98
14135,"comics, graphic",75
14134,children,66
14133,poetry,41
7986,young-adult,41
14129,"comics, graphic",54
14174,"comics, graphic",65
14177,children,66
14178,poetry,91
7953,"mystery, thriller, crime",43
14218,romance,58
14215,"mystery, thriller, crime",42
7901,"history, historical fiction, biography",71
7902,"comics, graphic",31
7903,"mystery, thriller, crime",33
14210,"fantasy, paranormal",61
7904,"history, historical fiction, biography",30
7907,children,41
14206,young-adult,46
7913,poetry,24
7915,poetry,83
7918,"history, historical fiction, biography",54
7920,"mystery, thriller, crime",75
14198,"history, historical fiction, biography",35
14196,young-adult,47
7929,young-adult,28
7930,"history, historical fiction, biography",59
7941,romance,52
7942,non-fiction,32
14183,fiction,21
7951,young-adult,45
7989,"mystery, thriller, crime",44
7995,"fantasy, paranormal",85
13642,"history, historical fiction, biography",25
14036,"history, historical fiction, biography",50
8072,"comics, graphic",48
8073,romance,94
8077,young-adult,74
14055,poetry,54
8081,non-fiction,99
14049,"mystery, thriller, crime",39
8085,children,38
14044,"mystery, thriller, crime",88
8092,"fantasy, paranormal",71
8102,"history, historical fiction, biography",43
14033,non-fiction,25
7997,children,55
8107,fiction,63
8109,"mystery, thriller, crime",55
8110,"fantasy, paranormal",26
14028,"mystery, thriller, crime",48
8112,fiction,28
14024,young-adult,22
8119,"fantasy, paranormal",21
8122,"mystery, thriller, crime",99
8125,children,78
8127,fiction,83
14066,fiction,69
14068,"history, historical fiction, biography",31
8053,"history, historical fiction, biography",86
14080,"mystery, thriller, crime",39
14119,romance,26
14117,fiction,35
8002,fiction,96
14115,poetry,29
8004,children,55
14112,romance,39
14111,"history, historical fiction, biography",78
8007,fiction,82
8015,young-adult,87
14106,romance,40
8018,young-adult,57
14101,poetry,23
14099,non-fiction,43
8029,"history, historical fiction, biography",69
8030,young-adult,44
8031,poetry,34
8034,poetry,66
8046,poetry,18
8049,fiction,42
8050,poetry,52
14083,fiction,25
7894,fiction,45
7891,non-fiction,40
7889,"mystery, thriller, crime",89
7715,"history, historical fiction, biography",80
7686,"fantasy, paranormal",97
7688,"fantasy, paranormal",78
14360,young-adult,92
14358,"mystery, thriller, crime",60
7694,"mystery, thriller, crime",63
7698,young-adult,56
14354,poetry,39
7707,romance,47
7709,"fantasy, paranormal",69
14347,children,30
7718,fiction,61
7886,romance,60
14340,non-fiction,63
7721,"history, historical fiction, biography",73
14337,young-adult,29
7722,"mystery, thriller, crime",29
7728,"mystery, thriller, crime",57
7733,fiction,66
14331,fiction,18
14326,"history, historical fiction, biography",78
7743,non-fiction,66
7747,children,78
14366,children,72
14367,"history, historical fiction, biography",33
7676,young-adult,31
7673,children,39
14410,romance,81
7632,romance,54
7635,"fantasy, paranormal",30
7641,"fantasy, paranormal",81
7643,romance,88
14398,non-fiction,19
7648,fiction,18
14395,children,58
7652,romance,46
7655,poetry,72
14390,non-fiction,23
14387,"history, historical fiction, biography",75
14386,young-adult,56
7661,"mystery, thriller, crime",22
7663,"comics, graphic",54
7666,"mystery, thriller, crime",80
7667,"mystery, thriller, crime",38
14375,"comics, graphic",77
14374,"comics, graphic",93
7671,"comics, graphic",26
14372,"history, historical fiction, biography",53
7758,fiction,47
7762,poetry,62
14314,romance,93
7828,"mystery, thriller, crime",19
7830,"comics, graphic",34
14266,"history, historical fiction, biography",71
14265,"comics, graphic",79
14262,young-adult,62
7840,"fantasy, paranormal",50
14259,"fantasy, paranormal",82
14258,children,71
7841,non-fiction,31
7845,poetry,37
7852,"history, historical fiction, biography",91
7854,"fantasy, paranormal",18
14249,non-fiction,63
14247,poetry,50
7864,young-adult,76
7865,young-adult,58
7869,romance,27
14235,"fantasy, paranormal",51
7874,"fantasy, paranormal",22
7882,children,82
7883,poetry,67
7885,"mystery, thriller, crime",86
7829,"comics, graphic",49
14272,"history, historical fiction, biography",71
7766,"fantasy, paranormal",71
14273,romance,72
7770,romance,58
7773,poetry,68
14308,children,36
14307,non-fiction,62
7776,"mystery, thriller, crime",73
7777,"comics, graphic",95
7783,"mystery, thriller, crime",61
7787,children,75
14296,children,98
7788,"history, historical fiction, biography",23
7789,fiction,63
7795,fiction,28
14289,children,49
14286,"history, historical fiction, biography",33
7802,non-fiction,28
7804,"history, historical fiction, biography",58
14282,non-fiction,56
7810,"mystery, thriller, crime",35
7815,"fantasy, paranormal",23
7816,"history, historical fiction, biography",64
7823,"history, historical fiction, biography",84
8130,children,34
8131,young-adult,87
14014,non-fiction,26
8446,"history, historical fiction, biography",26
8433,"comics, graphic",97
8435,"history, historical fiction, biography",89
13763,non-fiction,39
13762,romance,40
8438,romance,38
8439,fiction,62
13759,fiction,87
8440,children,72
8444,"mystery, thriller, crime",94
13753,"fantasy, paranormal",48
8454,fiction,83
8360,children,74
8456,young-adult,48
8460,young-adult,64
13746,fiction,81
8462,poetry,28
8466,poetry,99
8468,poetry,94
8470,"comics, graphic",83
13736,romance,37
8471,children,25
8472,poetry,65
8432,young-adult,55
8430,"mystery, thriller, crime",72
8429,"history, historical fiction, biography",39
8425,poetry,82
13817,"comics, graphic",33
8363,fiction,81
13815,non-fiction,96
8367,"fantasy, paranormal",34
13813,children,40
8369,romance,80
8378,poetry,85
13808,young-adult,56
13806,young-adult,52
8382,"history, historical fiction, biography",84
8384,young-adult,40
13801,romance,73
13799,poetry,71
8391,"mystery, thriller, crime",73
8392,"fantasy, paranormal",81
13791,non-fiction,33
8404,"mystery, thriller, crime",65
8409,poetry,25
8415,children,21
8416,romance,49
8420,fiction,36
8474,"comics, graphic",81
8476,young-adult,84
8482,"fantasy, paranormal",92
8544,fiction,95
8547,fiction,45
8549,fiction,37
8550,young-adult,52
13675,"comics, graphic",88
13674,poetry,62
13672,poetry,86
8552,"mystery, thriller, crime",20
8553,"fantasy, paranormal",41
13668,young-adult,62
8557,"comics, graphic",64
8558,"fantasy, paranormal",58
8559,"fantasy, paranormal",73
13662,"comics, graphic",66
8560,"history, historical fiction, biography",79
13658,children,44
13657,fiction,40
8572,poetry,73
13654,children,26
13653,"mystery, thriller, crime",27
8576,young-adult,84
8585,"comics, graphic",53
8546,"comics, graphic",92
13682,"mystery, thriller, crime",60
13728,children,18
8540,poetry,22
8485,children,78
8486,"mystery, thriller, crime",80
8488,fiction,22
8489,young-adult,95
8490,non-fiction,83
13720,poetry,31
13719,children,67
8494,"comics, graphic",23
13715,poetry,19
13714,"comics, graphic",40
13709,"mystery, thriller, crime",36
8501,"mystery, thriller, crime",56
8515,poetry,37
8516,poetry,80
13697,poetry,58
13695,"mystery, thriller, crime",63
8519,"mystery, thriller, crime",92
8521,"comics, graphic",45
8531,romance,91
8533,"history, historical fiction, biography",76
8539,children,33
8361,young-adult,32
8358,romance,87
14013,"comics, graphic",94
8210,"fantasy, paranormal",22
13959,non-fiction,98
8189,"comics, graphic",38
13950,"mystery, thriller, crime",54
8192,fiction,81
8194,"comics, graphic",33
13942,"mystery, thriller, crime",57
8204,romance,57
13938,fiction,66
8205,children,19
8207,"fantasy, paranormal",48
13933,young-adult,98
13826,"comics, graphic",48
13931,children,86
8215,young-adult,57
8220,"history, historical fiction, biography",96
13925,young-adult,31
8223,fiction,18
8232,"mystery, thriller, crime",47
13914,poetry,83
8236,romance,77
13909,young-adult,59
8243,non-fiction,40
8186,romance,24
8178,poetry,21
13965,fiction,94
13969,romance,18
8134,fiction,32
8136,"fantasy, paranormal",71
14006,fiction,35
8139,romance,24
8140,poetry,50
8143,poetry,42
8150,non-fiction,67
13997,"comics, graphic",33
13992,"mystery, thriller, crime",97
8154,"fantasy, paranormal",83
8157,romance,72
13987,children,99
8158,romance,65
13985,young-adult,38
13983,non-fiction,20
8162,children,52
8163,poetry,21
13977,children,79
13976,non-fiction,63
8167,"history, historical fiction, biography",82
8168,romance,59
13906,romance,34
8245,young-adult,37
8253,romance,57
13865,non-fiction,37
13862,children,55
8307,romance,19
8310,"fantasy, paranormal",50
8317,"mystery, thriller, crime",27
13854,non-fiction,22
8323,"history, historical fiction, biography",86
13850,poetry,39
8325,"mystery, thriller, crime",66
13848,"history, historical fiction, biography",83
13845,"fantasy, paranormal",79
13842,"mystery, thriller, crime",86
8335,"comics, graphic",90
8336,young-adult,81
8337,"fantasy, paranormal",97
8339,children,40
8344,"fantasy, paranormal",24
13835,"mystery, thriller, crime",72
13834,romance,59
8345,"fantasy, paranormal",44
8351,romance,64
13828,"mystery, thriller, crime",67
13863,young-adult,94
13866,"mystery, thriller, crime",46
8254,fiction,39
8302,non-fiction,66
8260,"mystery, thriller, crime",66
13897,non-fiction,75
13896,young-adult,73
8265,children,64
8266,fiction,84
8271,romance,39
8272,"comics, graphic",51
8273,fiction,36
8277,children,75
8280,poetry,31
13887,fiction,26
13886,non-fiction,31
13884,romance,32
8289,children,69
8293,"fantasy, paranormal",73
13878,"history, historical fiction, biography",98
8297,"history, historical fiction, biography",93
13875,romance,51
13871,"fantasy, paranormal",25
8299,fiction,30
13868,poetry,71
9437,non-fiction,61
12893,non-fiction,73
14414,poetry,98
10745,"mystery, thriller, crime",73
11856,"history, historical fiction, biography",47
11855,"comics, graphic",94
10729,"comics, graphic",76
11852,young-adult,29
10733,"comics, graphic",43
10734,romance,97
10738,romance,18
10739,fiction,82
10743,young-adult,19
11841,"comics, graphic",22
10748,romance,70
10789,"history, historical fiction, biography",84
11836,"fantasy, paranormal",38
10752,"fantasy, paranormal",60
10766,non-fiction,80
11830,romance,68
10773,"fantasy, paranormal",52
10782,poetry,89
11823,"mystery, thriller, crime",53
11822,"fantasy, paranormal",30
10783,"comics, graphic",87
10784,non-fiction,49
10723,non-fiction,89
11859,romance,58
10719,non-fiction,43
10709,fiction,18
10668,non-fiction,38
11903,fiction,31
10671,"fantasy, paranormal",28
10675,"mystery, thriller, crime",65
10679,children,84
10681,children,66
10683,non-fiction,88
11894,"mystery, thriller, crime",78
10684,"history, historical fiction, biography",36
11892,"mystery, thriller, crime",50
11891,non-fiction,70
10689,"fantasy, paranormal",54
10690,young-adult,61
11884,"comics, graphic",48
10695,"fantasy, paranormal",52
10696,"comics, graphic",57
11878,non-fiction,85
11877,"mystery, thriller, crime",21
11875,romance,22
11874,young-adult,84
11873,"fantasy, paranormal",97
11819,children,51
10791,"mystery, thriller, crime",54
10430,young-adult,32
11751,poetry,72
10858,"fantasy, paranormal",50
11766,non-fiction,53
11765,"comics, graphic",55
10868,romance,36
10871,"comics, graphic",27
11759,"mystery, thriller, crime",26
10874,romance,79
10878,poetry,83
10881,"mystery, thriller, crime",80
11752,"fantasy, paranormal",97
11745,young-adult,38
10793,poetry,47
10897,"fantasy, paranormal",82
11743,non-fiction,91
10898,romance,90
10900,non-fiction,80
10902,"comics, graphic",99
11736,"mystery, thriller, crime",87
11735,romance,56
10913,"fantasy, paranormal",31
11729,children,31
10919,romance,22
10857,fiction,86
11770,young-adult,44
10854,young-adult,72
11773,romance,71
10794,poetry,37
11810,romance,84
10801,young-adult,28
10805,poetry,32
10815,poetry,57
11801,poetry,81
10818,young-adult,84
10823,"history, historical fiction, biography",72
11796,poetry,67
11793,non-fiction,38
10829,poetry,39
10834,children,45
10837,fiction,81
10839,"history, historical fiction, biography",46
11788,non-fiction,47
10845,romance,87
11783,"mystery, thriller, crime",25
10848,young-adult,37
10851,"fantasy, paranormal",22
11777,children,75
10853,"comics, graphic",27
11906,fiction,99
11907,"history, historical fiction, biography",75
11908,"fantasy, paranormal",37
12024,"history, historical fiction, biography",84
10494,"fantasy, paranormal",36
12044,"mystery, thriller, crime",95
12043,children,98
12042,"history, historical fiction, biography",45
10495,fiction,55
10498,non-fiction,28
12036,"comics, graphic",22
10501,poetry,90
10508,romance,61
10509,young-adult,47
10514,"mystery, thriller, crime",18
10664,"fantasy, paranormal",88
12022,poetry,96
10516,"fantasy, paranormal",94
10518,children,89
10519,"mystery, thriller, crime",49
10522,fiction,65
10524,"fantasy, paranormal",22
10526,poetry,45
12013,children,36
12012,poetry,71
12011,poetry,66
10491,"mystery, thriller, crime",95
10487,fiction,84
12050,romance,88
10481,non-fiction,55
12083,"mystery, thriller, crime",76
12082,young-adult,95
